법령용어명,법령내용
books,"{'LsTrmService': {'법령용어일련번호': '617237', '법령용어명_한글': 'books', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '장부'}}"
borderline,"{'LsTrmService': {'법령용어일련번호': '618745', '법령용어명_한글': 'borderline', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '경계(境界)선'}}"
borrowing,"{'LsTrmService': {'법령용어일련번호': '618361', '법령용어명_한글': 'borrowing', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '차용'}}"
boundary,"{'LsTrmService': {'법령용어일련번호': '617999', '법령용어명_한글': 'boundary', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '경계(境界)'}}"
bounds,"{'LsTrmService': {'법령용어일련번호': '617409', '법령용어명_한글': 'bounds', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '범위'}}"
boycott,"{'LsTrmService': {'법령용어일련번호': '617660', '법령용어명_한글': 'boycott', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '봉쇄'}}"
brand,"{'LsTrmService': {'법령용어일련번호': '617238', '법령용어명_한글': 'brand', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '상표'}}"
breach,"{'LsTrmService': {'법령용어일련번호': '617410', '법령용어명_한글': 'breach', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '불이행'}}"
breadth,"{'LsTrmService': {'법령용어일련번호': '617661', '법령용어명_한글': 'breadth', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '폭'}}"
breakage,"{'LsTrmService': {'법령용어일련번호': '618000', '법령용어명_한글': 'breakage', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '손괴;파손'}}"
breakdown,"{'LsTrmService': {'법령용어일련번호': ['618362', '618746'], '법령용어명_한글': ['breakdown', 'break-down'], '법령용어명_한자': [None, None], '법령용어코드': ['011403', '011403'], '법령용어코드명': ['법령한영사전', '법령한영사전'], '법령용어정의': ['고장', '붕괴']}}"
breakwater,"{'LsTrmService': {'법령용어일련번호': '618747', '법령용어명_한글': 'breakwater', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '방파제'}}"
bribe,"{'LsTrmService': {'법령용어일련번호': '617239', '법령용어명_한글': 'bribe', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '뇌물'}}"
bribery,"{'LsTrmService': {'법령용어일련번호': '617662', '법령용어명_한글': 'bribery', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '뇌물공여;증수뢰'}}"
briefs,"{'LsTrmService': {'법령용어일련번호': '617411', '법령용어명_한글': 'briefs', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '준비서면'}}"
broadcast,"{'LsTrmService': {'법령용어일련번호': '618363', '법령용어명_한글': 'broadcast', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '방송'}}"
broadcasting,"{'LsTrmService': {'법령용어일련번호': '619570', '법령용어명_한글': 'broadcasting', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '방송'}}"
broker,"{'LsTrmService': {'법령용어일련번호': '617412', '법령용어명_한글': 'broker', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '중개인'}}"
brokerage,"{'LsTrmService': {'법령용어일련번호': '618364', '법령용어명_한글': 'brokerage', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '중개행위'}}"
BSAC,"{'LsTrmService': {'법령용어일련번호': '4982941', '법령용어명_한글': 'BSAC', '법령용어명_한자': 'BSAC', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '방송표준방식 및 방송업무용 무선설비의 기술기준[과학기술정보통신부고시 제2023-34호, 2023.11.1., 일부개정]', '법령용어정의': 'ISO/IEC14496-3에서 정의한 부호화 방식 중 하나로서 채널당 1 kbps 단위의 계층적 구조를 가지는 고품질 오디오 압축 부호화 방식을 말한다.'}}"
BSC,"{'LsTrmService': {'법령용어일련번호': '4821812', '법령용어명_한글': 'BSC', '법령용어명_한자': 'BSC', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': 'BSC 성과평가 운영규정[방위사업청훈령 제656호, 2021.1.1., 일부개정]', '법령용어정의': '조직의 성과목표 달성을 위해 재무적·비재무적 관점의 균형 잡힌 성과지표를 설정하고 그 성과를 측정하는 성과관리 기법을 말한다.'}}"
BSE,"{'LsTrmService': {'법령용어일련번호': ['4875896', '4726102', '5147536', '5036854'], '법령용어명_한글': ['BSE', 'BSE', 'BSE', 'BSE'], '법령용어명_한자': ['BSE', 'BSE', 'BSE', 'BSE'], '법령용어코드': ['011402', '011402', '011402', '011402'], '법령용어코드명': ['법령정의사전', '법령정의사전', '법령정의사전', '법령정의사전'], '출처': ['네덜란드산 쇠고기 수입위생조건[농림축산식품부고시 제2019-16호, 2019.5.3., 제정]', '덴마크산 쇠고기 수입위생조건[농림축산식품부고시 제2019-17호, 2019.5.3., 제정]', '프랑스산 쇠고기 수입위생조건[농림축산식품부고시 제2024-16호, 2024.2.7., 제정]', '아일랜드산 쇠고기 수입위생조건[농림축산식품부고시 제2024-17호, 2024.2.7., 제정]'], '법령용어정의': ['소해면상뇌증(Bovine spongiform encephalopathy)을 말한다.', '소해면상뇌증(Bovine spongiform encephalopathy)을 말한다.', '소해면상뇌증(Bovine spongiform encephalopathy)을 말한다.', '소해면상뇌증(Bovine spongiform encephalopathy)을 말한다.']}}"
BSE비사용증명,"{'LsTrmService': {'법령용어일련번호': '4904647', '법령용어명_한글': 'BSE비사용증명', '법령용어명_한자': 'BSE비사용증명', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '수출 사료의 영문증명 신청 및 발급 등에 관한 기준[농림축산식품부고시 제2023-37호, 2023.5.15., 일부개정]', '법령용어정의': '소해면상뇌증(BSE) 발생방지를 위하여 「사료관리법」에 따라 반추동물유래동물성단백질이 혼입되지 않았음을 증명하는 것을 말한다.'}}"
budget,"{'LsTrmService': {'법령용어일련번호': '617413', '법령용어명_한글': 'budget', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '예산'}}"
bugging,"{'LsTrmService': {'법령용어일련번호': '617663', '법령용어명_한글': 'bugging', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '도청(盜聽)'}}"
builder,"{'LsTrmService': {'법령용어일련번호': '617664', '법령용어명_한글': 'builder', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '시공자'}}"
building,"{'LsTrmService': {'법령용어일련번호': '618001', '법령용어명_한글': 'building', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '건물;건조물;건축'}}"
bulk,"{'LsTrmService': {'법령용어일련번호': '617107', '법령용어명_한글': 'bulk', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '용적'}}"
bulwark,"{'LsTrmService': {'법령용어일련번호': '617665', '법령용어명_한글': 'bulwark', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '방파제'}}"
burden,"{'LsTrmService': {'법령용어일련번호': '617414', '법령용어명_한글': 'burden', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '부담'}}"
burial,"{'LsTrmService': {'법령용어일련번호': '617415', '법령용어명_한글': 'burial', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '매장(埋葬)'}}"
burning,"{'LsTrmService': {'법령용어일련번호': '617666', '법령용어명_한글': 'burning', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '연소(燃燒)'}}"
business,"{'LsTrmService': {'법령용어일련번호': '618002', '법령용어명_한글': 'business', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '기업;사업;영업'}}"
businesswoman,"{'LsTrmService': {'법령용어일련번호': '619986', '법령용어명_한글': 'businesswoman', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '여성경제인'}}"
buyer,"{'LsTrmService': {'법령용어일련번호': '617240', '법령용어명_한글': 'buyer', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '매수인;매수자'}}"
buying,"{'LsTrmService': {'법령용어일련번호': '617416', '법령용어명_한글': 'buying', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '매입'}}"
bylaws,"{'LsTrmService': {'법령용어일련번호': '617417', '법령용어명_한글': 'bylaws', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '내규;정관'}}"
B급구획,"{'LsTrmService': {'법령용어일련번호': '5216316', '법령용어명_한글': 'B급구획', '법령용어명_한자': 'B급구획', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '선박방화구조기준[해양수산부고시 제2025-14호, 2025.1.20., 타법개정]', '법령용어정의': '다음 각 목의 요건에 적합한 격벽, 갑판, 천장재 또는 내장재로 형성되는 구획을 말한다. \n가. 불연성재료를 사용한 것일 것 \n나. 불연성재료로 방열시공을 한 것일 것 \n다. 30분의 표준화재시험이 끝날 때까지 화염의 통과를 막을 수 있는 것일 것'}}"
B존,"{'LsTrmService': {'법령용어일련번호': '4847043', '법령용어명_한글': 'B존', '법령용어명_한자': 'B존', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '국가정보자원관리원 G-클라우드 인프라 운영지침[국가정보자원관리원훈령 제365호, 2023.6.13., 타법개정]', '법령용어정의': '서버 가상화 기술, 네트워크 가상화 기술이 적용된 공용 클라우드 영역을 말한다.'}}"
B종절연,"{'LsTrmService': {'법령용어일련번호': ['47817', '5277441', '5211634'], '법령용어명_한글': ['B종절연', 'B종절연', 'B종 절연'], '법령용어명_한자': ['B종절연', 'B종절연', 'B종 절연'], '법령용어코드': ['011402', '011402', '011402'], '법령용어코드명': ['법령정의사전', '법령정의사전', '법령정의사전'], '출처': ['어선설비등에관한규칙[농수산부령 제939호, 1985.7.4., 일부개정]', '선박전기설비기준[해양수산부고시 제2020-65호, 2020.5.14., 일부개정]', '어선설비기준[해양수산부고시 제2024-85호, 2024.7.26., 일부개정]'], '법령용어정의': ['다음에 게기하는 절연을 말한다. \n가. 마이카, 석면, 유리섬유 또는 이와 유사한 무기질 재료의 접착재료에 의하여 접착한 것(이하 ""B종절연재료""라 한다)에 의한 절연 \n나. 마이카나이트, 석면종이 기타 B종절연재료와 소량의 A종절연재료로써 구성되고 그중 A종절연재료가 손상되어도 전체로서 전기적 및 기계적 성질을 해하지 아니하는 것에 의한 절연', '다음 각 목의 어느 하나에 해당하는 절연을 말한다. \n가. 마이카, 유리섬유 또는 이와 유사한 무기질재료를 접착재료에 의하여 접착한 것(이하""B종절연재료""라 한다)에 의한 절연 \n나. 마이카나이트, 그 밖의 B종절연재료와 소량의 A종절연재료로써 구성되고, 그중 A종절연재료가 손상되어도 전체적으로 전기적 및 기계적 성질을 해하지 아니하는 것에 의한 절연', '다음 각 목의 어느 하나에 해당하는 절연을 말한다. \n가. 마이카, 유리섬유 또는 이와 유사한 무기질재료를 접착재료로 접착 한 것(이하 ""B종 절연재료""라 한다)에 따른 절연 \n나. 마이카나이트, 그 밖의 B종 절연재료와 소량의 A종 절연재료로써 구성되고, 그중 A종 절연재료가 손상되어도 전체적으로 전기적 및 기계적 성질을 해치지 아니하는 것에 따른 절연']}}"
B형선박,"{'LsTrmService': {'법령용어일련번호': '5073960', '법령용어명_한글': 'B형선박', '법령용어명_한자': 'B형선박', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '선박만재흘수선기준[해양수산부고시 제2024-44호, 2024.4.19., 일부개정]', '법령용어정의': 'A형선박(탱커) 이외의 선박을 말한다.'}}"
cadastral,"{'LsTrmService': {'법령용어일련번호': '618365', '법령용어명_한글': 'cadastral', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '대장'}}"
cadastre,"{'LsTrmService': {'법령용어일련번호': '618003', '법령용어명_한글': 'cadastre', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '토지대장'}}"
calamity,"{'LsTrmService': {'법령용어일련번호': '618004', '법령용어명_한글': 'calamity', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '재난;재해'}}"
calculation,"{'LsTrmService': {'법령용어일련번호': '619154', '법령용어명_한글': 'calculation', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '계산;계수(計數);산입;산정'}}"
calm,"{'LsTrmService': {'법령용어일련번호': '617108', '법령용어명_한글': 'calm', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '평온'}}"
camp,"{'LsTrmService': {'법령용어일련번호': '617109', '법령용어명_한글': 'camp', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '수용소'}}"
campaign,"{'LsTrmService': {'법령용어일련번호': '618005', '법령용어명_한글': 'campaign', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '홍보'}}"
canal,"{'LsTrmService': {'법령용어일련번호': '617241', '법령용어명_한글': 'canal', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '운하'}}"
cancellation,"{'LsTrmService': {'법령용어일련번호': '619577', '법령용어명_한글': 'cancellation', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '말소;소각(消却);소멸;중단;철회;취하;해제'}}"
candidate,"{'LsTrmService': {'법령용어일련번호': '618367', '법령용어명_한글': 'candidate', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '후보자'}}"
cannabis,"{'LsTrmService': {'법령용어일련번호': '618006', '법령용어명_한글': 'cannabis', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '대마;대마초'}}"
capability,"{'LsTrmService': {'법령용어일련번호': '618749', '법령용어명_한글': 'capability', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '능력'}}"
capacity,"{'LsTrmService': {'법령용어일련번호': '618007', '법령용어명_한글': 'capacity', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '능력;용적'}}"
capital,"{'LsTrmService': {'법령용어일련번호': '617667', '법령용어명_한글': 'capital', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '자금;자본'}}"
captain,"{'LsTrmService': {'법령용어일련번호': '617668', '법령용어명_한글': 'captain', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '기장(機長);선장'}}"
captive,"{'LsTrmService': {'법령용어일련번호': '617669', '법령용어명_한글': 'captive', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '포로'}}"
capture,"{'LsTrmService': {'법령용어일련번호': '617670', '법령용어명_한글': 'capture', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '나포;포획'}}"
car,"{'LsTrmService': {'법령용어일련번호': '617076', '법령용어명_한글': 'car', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '차량'}}"
carcass,"{'LsTrmService': {'법령용어일련번호': '617671', '법령용어명_한글': 'carcass', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '사체'}}"
care,"{'LsTrmService': {'법령용어일련번호': '617110', '법령용어명_한글': 'care', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '보호'}}"
careless,"{'LsTrmService': {'법령용어일련번호': '618008', '법령용어명_한글': 'careless', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '부주의한'}}"
caretaker,"{'LsTrmService': {'법령용어일련번호': '618368', '법령용어명_한글': 'caretaker', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '관리인'}}"
cargo,"{'LsTrmService': {'법령용어일련번호': '617242', '법령용어명_한글': 'cargo', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '선적화물;운송물;적하;화물'}}"
carriage,"{'LsTrmService': {'법령용어일련번호': '618009', '법령용어명_한글': 'carriage', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '운송;운수;운임(運賃)'}}"
carrier,"{'LsTrmService': {'법령용어일련번호': '617672', '법령용어명_한글': 'carrier', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '매개물;매개물체;보험자;운송인'}}"
carrying,"{'LsTrmService': {'법령용어일련번호': '618010', '법령용어명_한글': 'carrying', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '매개;소지'}}"
case,"{'LsTrmService': {'법령용어일련번호': '617111', '법령용어명_한글': 'case', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '사건;사안;판례'}}"
cash,"{'LsTrmService': {'법령용어일련번호': '617112', '법령용어명_한글': 'cash', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '금전'}}"
casino,"{'LsTrmService': {'법령용어일련번호': '617418', '법령용어명_한글': 'casino', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '도박장'}}"
casualty,"{'LsTrmService': {'법령용어일련번호': '618011', '법령용어명_한글': 'casualty', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '사고'}}"
catalog,"{'LsTrmService': {'법령용어일련번호': '617673', '법령용어명_한글': 'catalog', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '목록'}}"
catastrophe,"{'LsTrmService': {'법령용어일련번호': '619157', '법령용어명_한글': 'catastrophe', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '재해'}}"
categories,"{'LsTrmService': {'법령용어일련번호': '618751', '법령용어명_한글': 'categories', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '내역'}}"
categorization,"{'LsTrmService': {'법령용어일련번호': '620438', '법령용어명_한글': 'categorization', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '분류'}}"
category,"{'LsTrmService': {'법령용어일련번호': '618012', '법령용어명_한글': 'category', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '범위;유형'}}"
cause,"{'LsTrmService': {'법령용어일련번호': '617243', '법령용어명_한글': 'cause', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '동기;원인;이유'}}"
caution,"{'LsTrmService': {'법령용어일련번호': '617674', '법령용어명_한글': 'caution', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '경계(警戒)'}}"
CBS,"{'LsTrmService': {'법령용어일련번호': '5000598', '법령용어명_한글': 'CBS', '법령용어명_한자': 'CBS', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '지진 재난문자방송 운영규정[기상청훈령 제1131호, 2024.10.16., 일부개정]', '법령용어정의': '휴대폰에 특정 수신ID(채널)를 입력시켜 기지국으로부터 전송되는 데이터 정보(문자)를 수신할 수 있도록 만든 이동통신시스템을 응용한 서비스를 말한다.'}}"
CCTV,"{'LsTrmService': {'법령용어일련번호': ['5250013', '4564629'], '법령용어명_한글': ['CCTV', 'CCTV'], '법령용어명_한자': ['CCTV', 'CCTV(폐쇄회로 텔레비전)'], '법령용어코드': ['011402', '011402'], '법령용어코드명': ['법령정의사전', '법령정의사전'], '출처': ['국립원예특작과학원 보안업무규정 시행세칙[국립원예특작과학원훈령 제253호, 2025.3.28., 일부개정]', '국립세종도서관 CCTV 설치·운영 규정[국립세종도서관규정 제31호, 2021.10.18., 일부개정]'], '법령용어정의': ['일정한 공간에 지속적으로 설치된 카메라를 통하여 영상 등을 촬영하거나 촬영된 영상정보를 유무선 폐쇄회로 등의 전송로를 통하여 특정장소에 전송하는 장치와 촬영되거나 전송된 영상정보를 녹화ㆍ기록할 수 있는 장치를 말한다.', '일정한 공간에 지속적으로 설치된 카메라를 통하여 영상 등을 촬영하거나 촬영한 영상정보를 유무선 폐쇄회로의 전송로를 통하여 특정장소에 전송하고, 전송된 영상정보를 녹화ㆍ기록할 수 있도록 하는 장치를 말한다.']}}"
CCV,"{'LsTrmService': {'법령용어일련번호': '5083646', '법령용어명_한글': 'CCV', '법령용어명_한자': 'CCV라 한다)', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '만인의총 CCTV 설치·운영에 관한 규정[만인의총관리소예규 제4호, 2024.3.8., 일부개정]', '법령용어정의': '정지 또는 이동하는 사물의 순간적 영상 및 이에 따르는 음성ㆍ음향 등을 특정인이 수신할 수 있는 장치를 말한다.'}}"
CD,"{'LsTrmService': {'법령용어일련번호': '4413577', '법령용어명_한글': 'CD', '법령용어명_한자': 'CD(Certificate of Deposit : 양도성예금증서)', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '우체국예금특별회계 회계규정[우정사업본부훈령 제762호, 2020.12.7., 일부개정]', '법령용어정의': '은행의 정기예금 중에서 해당증서의 양도를 가능하게 하는 무기명의 예금증서를 말한다.'}}"
CDM,"{'LsTrmService': {'법령용어일련번호': '4982951', '법령용어명_한글': 'CDM', '법령용어명_한자': 'CDM', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '방송표준방식 및 방송업무용 무선설비의 기술기준[과학기술정보통신부고시 제2023-34호, 2023.11.1., 일부개정]', '법령용어정의': '상호 직교성을 갖는 코드를 이용하여 주파수 대역을 확산하고 신호를 다중화하는 전송 방식을 말한다.'}}"
CEARAC,"{'LsTrmService': {'법령용어일련번호': '4648304', '법령용어명_한글': 'CEARAC', '법령용어명_한자': 'CEARAC', '법령용어코드': '011402', '법령용어코드명': '법령정의사전', '출처': '북서태평양보전실천계획(NOWPAP) 지역활동센터의 전문가 구성 및 운영 등에 관한 규정[해양수산부훈령 제830호, 2013.10.18., 일부개정]', '법령용어정의': '일본국 토야마시에 있는 ""특별모니터링 및 연안환경평가 지역활동센터(The Special Monitoring & Coastal Environmental Assessment Regional Activity Center)""를 말한다.'}}"
censorship,"{'LsTrmService': {'법령용어일련번호': '618752', '법령용어명_한글': 'censorship', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '검열'}}"
censure,"{'LsTrmService': {'법령용어일련번호': '617675', '법령용어명_한글': 'censure', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '견책'}}"
certificate,"{'LsTrmService': {'법령용어일련번호': '619158', '법령용어명_한글': 'certificate', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '증명서'}}"
certification,"{'LsTrmService': {'법령용어일련번호': '619991', '법령용어명_한글': 'certification', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '검인(檢認);공증;인증;증명'}}"
cessation,"{'LsTrmService': {'법령용어일련번호': '618370', '법령용어명_한글': 'cessation', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '중단;휴지(休止)'}}"
cession,"{'LsTrmService': {'법령용어일련번호': '617676', '법령용어명_한글': 'cession', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '양여(讓與)'}}"
Chairperson,"{'LsTrmService': {'법령용어일련번호': '619109', '법령용어명_한글': 'Chairperson', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '원장;위원장;의장'}}"
chairperson,"{'LsTrmService': {'법령용어일련번호': '619159', '법령용어명_한글': 'chairperson', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '대표;대표자'}}"
challenge,"{'LsTrmService': {'법령용어일련번호': '618371', '법령용어명_한글': 'challenge', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '기피'}}"
change,"{'LsTrmService': {'법령용어일련번호': '617419', '법령용어명_한글': 'change', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '변경;변환'}}"
character,"{'LsTrmService': {'법령용어일련번호': '618372', '법령용어명_한글': 'character', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '인격'}}"
charge,"{'LsTrmService': {'법령용어일련번호': '617420', '법령용어명_한글': 'charge', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '고발;대금(代金);부담금;비용;수수료;요금;유상'}}"
charnel,"{'LsTrmService': {'법령용어일련번호': '617677', '법령용어명_한글': 'charnel', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '납골당'}}"
charter,"{'LsTrmService': {'법령용어일련번호': '617678', '법령용어명_한글': 'charter', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '용선'}}"
charterage,"{'LsTrmService': {'법령용어일련번호': '618753', '법령용어명_한글': 'charterage', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '용선료'}}"
charterer,"{'LsTrmService': {'법령용어일련번호': '618373', '법령용어명_한글': 'charterer', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '용선자'}}"
chartering,"{'LsTrmService': {'법령용어일련번호': '618754', '법령용어명_한글': 'chartering', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '차용'}}"
chastity,"{'LsTrmService': {'법령용어일련번호': '618013', '법령용어명_한글': 'chastity', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '정조'}}"
chattels,"{'LsTrmService': {'법령용어일련번호': '618014', '법령용어명_한글': 'chattels', '법령용어명_한자': None, '법령용어코드': '011403', '법령용어코드명': '법령한영사전', '법령용어정의': '동산'}}"
